time,open,high,low,close
2026-03-31 03:39:00,4530.34,4531.31,4524.99,4527.18
2026-03-31 03:42:00,4527.19,4537.55,4527.02,4536.72
2026-03-31 03:45:00,4536.65,4544.78,4536.19,4542.19
2026-03-31 03:48:00,4542.19,4546.98,4535.46,4536.16
2026-03-31 03:51:00,4536.16,4542.45,4535.33,4541.03
2026-03-31 03:54:00,4541.03,4544.48,4539.81,4543.72
2026-03-31 03:57:00,4543.72,4548.25,4539.72,4547.74
2026-03-31 04:00:00,4547.74,4550.79,4543.14,4548.86
2026-03-31 04:03:00,4548.84,4549.31,4537.96,4540.03
2026-03-31 04:06:00,4540.03,4540.42,4532.03,4534.37
2026-03-31 04:09:00,4534.37,4541.94,4533.67,4534.63
2026-03-31 04:12:00,4534.63,4545.33,4533.41,4543.82
2026-03-31 04:15:00,4543.86,4549.09,4543.48,4548.39
2026-03-31 04:18:00,4548.39,4570.71,4548.38,4567.52
2026-03-31 04:21:00,4567.52,4577.98,4567.43,4576.83
2026-03-31 04:24:00,4576.83,4585.72,4576.8,4584.4
2026-03-31 04:27:00,4584.4,4584.52,4575.89,4581.45
2026-03-31 04:30:00,4581.5,4590.6,4580.99,4589.25
2026-03-31 04:33:00,4589.25,4591.68,4577.92,4578.95
2026-03-31 04:36:00,4578.95,4588.24,4577.76,4584.63
2026-03-31 04:39:00,4584.63,4610.05,4581.92,4606.75
2026-03-31 04:42:00,4606.75,4619.05,4600.1,4617.8
2026-03-31 04:45:00,4617.8,4619.5,4599.74,4606.25
2026-03-31 04:48:00,4606.25,4612.62,4596.12,4597.72
2026-03-31 04:51:00,4597.72,4614.73,4596.48,4611.86
2026-03-31 04:54:00,4611.86,4614.79,4606.59,4607.57
2026-03-31 04:57:00,4607.57,4607.72,4600.62,4605.02
2026-03-31 05:00:00,4605.02,4607.26,4588.74,4591.39
2026-03-31 05:03:00,4591.39,4595.26,4588.74,4590.4
2026-03-31 05:06:00,4590.4,4600.02,4590.4,4599.38
2026-03-31 05:09:00,4599.38,4600.11,4595.97,4596.68
2026-03-31 05:12:00,4596.7,4596.85,4588.78,4589.97
2026-03-31 05:15:00,4589.97,4592.66,4583.99,4587.16
2026-03-31 05:18:00,4587.16,4590.6,4584.72,4588.07
2026-03-31 05:21:00,4588.07,4588.92,4583.94,4586.17
2026-03-31 05:24:00,4586.14,4586.14,4578.79,4580.11
2026-03-31 05:27:00,4580.3,4584.71,4579.5,4582.65
2026-03-31 05:30:00,4582.65,4586.69,4579.46,4585.76
2026-03-31 05:33:00,4585.76,4586.16,4579.01,4580.23
2026-03-31 05:36:00,4580.21,4586.98,4580.0,4586.54
2026-03-31 05:39:00,4586.54,4588.38,4579.15,4582.6
2026-03-31 05:42:00,4582.59,4587.2,4580.68,4587.0
2026-03-31 05:45:00,4586.96,4588.0,4575.38,4575.6
2026-03-31 05:48:00,4575.6,4575.61,4568.89,4573.22
2026-03-31 05:51:00,4573.23,4579.72,4572.91,4575.82
2026-03-31 05:54:00,4575.82,4577.17,4565.59,4568.72
2026-03-31 05:57:00,4568.72,4574.29,4568.17,4568.18
2026-03-31 06:00:00,4568.2,4570.12,4565.97,4569.4
2026-03-31 06:03:00,4569.4,4572.95,4566.87,4571.76
2026-03-31 06:06:00,4571.76,4576.9,4570.04,4575.18
2026-03-31 06:09:00,4575.26,4575.75,4567.83,4572.09
2026-03-31 06:12:00,4572.09,4573.9,4568.56,4569.85
2026-03-31 06:15:00,4569.84,4571.14,4564.84,4567.64
2026-03-31 06:18:00,4567.64,4567.65,4561.92,4566.31
2026-03-31 06:21:00,4566.31,4567.04,4561.87,4562.02
2026-03-31 06:24:00,4562.06,4564.06,4556.1,4562.75
2026-03-31 06:27:00,4562.7,4563.79,4558.51,4561.57
2026-03-31 06:30:00,4561.57,4563.33,4560.74,4561.05
2026-03-31 06:33:00,4561.05,4565.8,4560.66,4562.45
2026-03-31 06:36:00,4562.45,4564.18,4559.07,4560.86
2026-03-31 06:39:00,4560.86,4562.49,4554.77,4555.36
2026-03-31 06:42:00,4555.36,4559.1,4550.63,4552.39
2026-03-31 06:45:00,4552.39,4553.74,4550.26,4550.7
2026-03-31 06:48:00,4550.7,4556.7,4550.7,4555.27
2026-03-31 06:51:00,4555.25,4556.86,4551.85,4556.86
2026-03-31 06:54:00,4556.86,4557.38,4553.61,4555.97
2026-03-31 06:57:00,4555.97,4557.11,4554.9,4557.03
2026-03-31 07:00:00,4557.03,4559.3,4557.03,4558.99
2026-03-31 07:03:00,4558.99,4560.85,4558.76,4560.74
2026-03-31 07:06:00,4560.74,4565.92,4557.31,4561.31
